1,2,1,2,1
1,3,3,1,2
1,3,1,3,3
1,4,4,1,4
2,5,5,2,5
6,8,6,8,6
9,1,1,9,7
3,4,4,3,8
6,3,3,6,9
7,5,5,7,10
4,6,4,6,15
2,8,8,2,16
9,2,-1,-1,17
1,3,3,1,18
5,6,5,6,19
7,8,8,7,20
3,8,3,8,22
9,2,0,0,23
4,5,0,0,24
7,3,0,0,25
